compound,year,state_fips,county_fips,epest_low_kg,epest_high_kg,data_source,county
DIMETHOATE,2021,48,139,,53.6,forward_filled_from_2018,Ellis
DIMETHOATE,2021,48,251,,24.0,forward_filled_from_2018,Johnson
DIMETHOATE,2021,48,257,,10.1,forward_filled_from_2018,Kaufman
DIMETHOATE,2021,48,397,,1.2,forward_filled_from_2018,Rockwall
DIMETHOATE,2021,48,439,,17.3,forward_filled_from_2018,Tarrant
GLYPHOSATE,2021,48,85,20800.1,20800.1,forward_filled_from_2018,Collin
GLYPHOSATE,2021,48,113,3026.5,3026.5,forward_filled_from_2018,Dallas
GLYPHOSATE,2021,48,121,8128.6,8128.6,forward_filled_from_2018,Denton
GLYPHOSATE,2021,48,139,66542.5,66542.5,forward_filled_from_2018,Ellis
GLYPHOSATE,2021,48,251,14415.9,14415.9,forward_filled_from_2018,Johnson
GLYPHOSATE,2021,48,257,8941.2,8941.2,forward_filled_from_2018,Kaufman
GLYPHOSATE,2021,48,397,365.4,365.4,forward_filled_from_2018,Rockwall
GLYPHOSATE,2021,48,439,916.5,916.5,forward_filled_from_2018,Tarrant
IMIDACLOPRID,2021,48,85,2.0,7.6,forward_filled_from_2018,Collin
IMIDACLOPRID,2021,48,113,0.1,1.1,forward_filled_from_2018,Dallas
IMIDACLOPRID,2021,48,121,1.7,3.2,forward_filled_from_2018,Denton
IMIDACLOPRID,2021,48,139,28.8,34.0,forward_filled_from_2018,Ellis
IMIDACLOPRID,2021,48,251,0.8,7.3,forward_filled_from_2018,Johnson
IMIDACLOPRID,2021,48,257,0.1,1.8,forward_filled_from_2018,Kaufman
IMIDACLOPRID,2021,48,397,,0.3,forward_filled_from_2018,Rockwall
IMIDACLOPRID,2021,48,439,0.1,2.5,forward_filled_from_2018,Tarrant
MALATHION,2021,48,85,,1.0,forward_filled_from_2018,Collin
MALATHION,2021,48,113,,0.3,forward_filled_from_2018,Dallas
MALATHION,2021,48,121,,0.4,forward_filled_from_2018,Denton
MALATHION,2021,48,139,,1.2,forward_filled_from_2018,Ellis
MALATHION,2021,48,251,,1.9,forward_filled_from_2018,Johnson
MALATHION,2021,48,257,,0.5,forward_filled_from_2018,Kaufman
MALATHION,2021,48,397,,0.0,forward_filled_from_2018,Rockwall
MALATHION,2021,48,439,,0.7,forward_filled_from_2018,Tarrant
METOLACHLOR,2021,48,85,73.3,45.0,forward_filled_from_2018,Collin
METOLACHLOR,2021,48,113,,0.4,forward_filled_from_2018,Dallas
METOLACHLOR,2021,48,121,,74.4,forward_filled_from_2018,Denton
METOLACHLOR,2021,48,139,,52.2,forward_filled_from_2018,Ellis
METOLACHLOR,2021,48,251,33.2,23.4,forward_filled_from_2018,Johnson
METOLACHLOR,2021,48,257,,9.8,forward_filled_from_2018,Kaufman
METOLACHLOR,2021,48,397,,1.2,forward_filled_from_2018,Rockwall
METOLACHLOR,2021,48,439,,16.8,forward_filled_from_2018,Tarrant
PERMETHRIN,2021,48,85,4.3,4.3,forward_filled_from_2018,Collin
PERMETHRIN,2021,48,113,0.5,0.5,forward_filled_from_2018,Dallas
PERMETHRIN,2021,48,121,5.6,5.6,forward_filled_from_2018,Denton
PERMETHRIN,2021,48,139,37.8,37.8,forward_filled_from_2018,Ellis
PERMETHRIN,2021,48,257,52.7,52.7,forward_filled_from_2018,Kaufman
PROPICONAZOLE,2021,48,85,31.2,89.4,forward_filled_from_2018,Collin
PROPICONAZOLE,2021,48,113,5.2,15.6,forward_filled_from_2018,Dallas
PROPICONAZOLE,2021,48,121,33.1,45.5,forward_filled_from_2018,Denton
PROPICONAZOLE,2021,48,139,37.4,157.3,forward_filled_from_2018,Ellis
PROPICONAZOLE,2021,48,251,11.3,66.8,forward_filled_from_2018,Johnson
PROPICONAZOLE,2021,48,257,37.9,54.2,forward_filled_from_2018,Kaufman
PROPICONAZOLE,2021,48,397,1.7,2.4,forward_filled_from_2018,Rockwall
PROPICONAZOLE,2021,48,439,3.2,11.2,forward_filled_from_2018,Tarrant
TEBUCONAZOLE,2021,48,85,395.7,394.2,forward_filled_from_2018,Collin
TEBUCONAZOLE,2021,48,113,69.1,69.6,forward_filled_from_2018,Dallas
TEBUCONAZOLE,2021,48,121,407.7,411.6,forward_filled_from_2018,Denton
TEBUCONAZOLE,2021,48,139,261.3,267.4,forward_filled_from_2018,Ellis
TEBUCONAZOLE,2021,48,251,144.6,152.9,forward_filled_from_2018,Johnson
TEBUCONAZOLE,2021,48,257,107.0,136.0,forward_filled_from_2018,Kaufman
TEBUCONAZOLE,2021,48,397,21.9,22.3,forward_filled_from_2018,Rockwall
TEBUCONAZOLE,2021,48,439,47.4,48.6,forward_filled_from_2018,Tarrant
THIAMETHOXAM,2021,48,85,5.1,5.1,forward_filled_from_2018,Collin
THIAMETHOXAM,2021,48,121,3.4,3.4,forward_filled_from_2018,Denton
THIAMETHOXAM,2021,48,139,79.0,79.0,forward_filled_from_2018,Ellis
THIAMETHOXAM,2021,48,251,2.0,2.0,forward_filled_from_2018,Johnson
"2,4-D",2022,48,85,8971.9,9301.2,forward_filled_from_2018,Collin
"2,4-D",2022,48,113,2245.2,2395.9,forward_filled_from_2018,Dallas
"2,4-D",2022,48,121,12675.9,12931.0,forward_filled_from_2018,Denton
"2,4-D",2022,48,139,15912.1,17315.3,forward_filled_from_2018,Ellis
"2,4-D",2022,48,251,14087.8,14590.6,forward_filled_from_2018,Johnson
"2,4-D",2022,48,257,14374.2,15053.8,forward_filled_from_2018,Kaufman
"2,4-D",2022,48,397,1520.6,1572.8,forward_filled_from_2018,Rockwall
"2,4-D",2022,48,439,4994.6,5063.3,forward_filled_from_2018,Tarrant
ACETAMIPRID,2022,48,85,,0.5,forward_filled_from_2018,Collin
ACETAMIPRID,2022,48,121,,0.3,forward_filled_from_2018,Denton
ACETAMIPRID,2022,48,139,,7.6,forward_filled_from_2018,Ellis
ACETAMIPRID,2022,48,251,,0.2,forward_filled_from_2018,Johnson
ACETOCHLOR,2022,48,85,36.7,144.8,forward_filled_from_2018,Collin
ACETOCHLOR,2022,48,113,,1.0,forward_filled_from_2018,Dallas
ACETOCHLOR,2022,48,121,24.0,202.9,forward_filled_from_2018,Denton
ACETOCHLOR,2022,48,139,563.8,689.4,forward_filled_from_2018,Ellis
ACETOCHLOR,2022,48,251,14.5,70.7,forward_filled_from_2018,Johnson
ACETOCHLOR,2022,48,257,,23.6,forward_filled_from_2018,Kaufman
ACETOCHLOR,2022,48,397,,2.8,forward_filled_from_2018,Rockwall
ACETOCHLOR,2022,48,439,,40.5,forward_filled_from_2018,Tarrant
ATRAZINE,2022,48,85,5943.6,5943.9,forward_filled_from_2018,Collin
ATRAZINE,2022,48,113,725.0,725.0,forward_filled_from_2018,Dallas
ATRAZINE,2022,48,121,2628.3,2628.7,forward_filled_from_2018,Denton
ATRAZINE,2022,48,139,12309.1,12309.5,forward_filled_from_2018,Ellis
ATRAZINE,2022,48,251,4019.9,4020.4,forward_filled_from_2018,Johnson
ATRAZINE,2022,48,257,1321.2,1321.8,forward_filled_from_2018,Kaufman
ATRAZINE,2022,48,397,44.1,44.2,forward_filled_from_2018,Rockwall
ATRAZINE,2022,48,439,415.6,415.7,forward_filled_from_2018,Tarrant
AZOXYSTROBIN,2022,48,85,91.3,128.5,forward_filled_from_2018,Collin
AZOXYSTROBIN,2022,48,113,12.1,21.0,forward_filled_from_2018,Dallas
AZOXYSTROBIN,2022,48,121,74.2,86.6,forward_filled_from_2018,Denton
AZOXYSTROBIN,2022,48,139,54.5,224.5,forward_filled_from_2018,Ellis
AZOXYSTROBIN,2022,48,251,32.2,67.8,forward_filled_from_2018,Johnson
AZOXYSTROBIN,2022,48,257,32.5,46.3,forward_filled_from_2018,Kaufman
AZOXYSTROBIN,2022,48,397,3.8,4.1,forward_filled_from_2018,Rockwall
AZOXYSTROBIN,2022,48,439,7.4,9.8,forward_filled_from_2018,Tarrant
BIFENTHRIN,2022,48,85,9.2,24.6,forward_filled_from_2018,Collin
BIFENTHRIN,2022,48,113,1.8,4.3,forward_filled_from_2018,Dallas
BIFENTHRIN,2022,48,121,4.9,33.9,forward_filled_from_2018,Denton
BIFENTHRIN,2022,48,139,61.2,176.2,forward_filled_from_2018,Ellis
BIFENTHRIN,2022,48,251,12.2,15.7,forward_filled_from_2018,Johnson
BIFENTHRIN,2022,48,257,2.9,158.4,forward_filled_from_2018,Kaufman
BIFENTHRIN,2022,48,397,0.3,0.3,forward_filled_from_2018,Rockwall
BIFENTHRIN,2022,48,439,3.8,6.8,forward_filled_from_2018,Tarrant
CHLORPYRIFOS,2022,48,85,969.1,969.1,forward_filled_from_2018,Collin
CHLORPYRIFOS,2022,48,113,223.4,223.4,forward_filled_from_2018,Dallas
CHLORPYRIFOS,2022,48,121,871.9,871.9,forward_filled_from_2018,Denton
CHLORPYRIFOS,2022,48,139,867.8,960.2,forward_filled_from_2018,Ellis
CHLORPYRIFOS,2022,48,251,927.5,927.5,forward_filled_from_2018,Johnson
CHLORPYRIFOS,2022,48,257,366.3,366.3,forward_filled_from_2018,Kaufman
CHLORPYRIFOS,2022,48,397,49.8,49.8,forward_filled_from_2018,Rockwall
CHLORPYRIFOS,2022,48,439,338.5,338.5,forward_filled_from_2018,Tarrant
CYFLUTHRIN,2022,48,85,,9.9,forward_filled_from_2018,Collin
CYFLUTHRIN,2022,48,113,,3.2,forward_filled_from_2018,Dallas
CYFLUTHRIN,2022,48,121,,40.2,forward_filled_from_2018,Denton
CYFLUTHRIN,2022,48,139,,17.2,forward_filled_from_2018,Ellis
CYFLUTHRIN,2022,48,251,,11.2,forward_filled_from_2018,Johnson
CYFLUTHRIN,2022,48,257,,8.1,forward_filled_from_2018,Kaufman
CYFLUTHRIN,2022,48,397,,0.0,forward_filled_from_2018,Rockwall
CYFLUTHRIN,2022,48,439,,9.4,forward_filled_from_2018,Tarrant
DELTAMETHRIN,2022,48,85,0.1,0.1,forward_filled_from_2018,Collin
DELTAMETHRIN,2022,48,113,0.0,0.0,forward_filled_from_2018,Dallas
DELTAMETHRIN,2022,48,121,0.2,0.2,forward_filled_from_2018,Denton
DELTAMETHRIN,2022,48,139,1.3,1.3,forward_filled_from_2018,Ellis
DELTAMETHRIN,2022,48,257,1.8,1.8,forward_filled_from_2018,Kaufman
DICAMBA,2022,48,85,1190.6,1231.8,forward_filled_from_2018,Collin
DICAMBA,2022,48,113,183.1,204.9,forward_filled_from_2018,Dallas
DICAMBA,2022,48,121,1249.1,1277.1,forward_filled_from_2018,Denton
DICAMBA,2022,48,139,6414.3,6484.0,forward_filled_from_2018,Ellis
DICAMBA,2022,48,251,1077.6,1150.3,forward_filled_from_2018,Johnson
DICAMBA,2022,48,257,1819.3,1837.0,forward_filled_from_2018,Kaufman
DICAMBA,2022,48,397,96.9,105.0,forward_filled_from_2018,Rockwall
DICAMBA,2022,48,439,314.2,322.5,forward_filled_from_2018,Tarrant
DIMETHOATE,2022,48,85,,46.2,forward_filled_from_2018,Collin
DIMETHOATE,2022,48,113,,0.4,forward_filled_from_2018,Dallas
DIMETHOATE,2022,48,121,,76.3,forward_filled_from_2018,Denton
DIMETHOATE,2022,48,139,,53.6,forward_filled_from_2018,Ellis
DIMETHOATE,2022,48,251,,24.0,forward_filled_from_2018,Johnson
DIMETHOATE,2022,48,257,,10.1,forward_filled_from_2018,Kaufman
DIMETHOATE,2022,48,397,,1.2,forward_filled_from_2018,Rockwall
DIMETHOATE,2022,48,439,,17.3,forward_filled_from_2018,Tarrant
GLYPHOSATE,2022,48,85,20800.1,20800.1,forward_filled_from_2018,Collin
GLYPHOSATE,2022,48,113,3026.5,3026.5,forward_filled_from_2018,Dallas
GLYPHOSATE,2022,48,121,8128.6,8128.6,forward_filled_from_2018,Denton
GLYPHOSATE,2022,48,139,66542.5,66542.5,forward_filled_from_2018,Ellis
GLYPHOSATE,2022,48,251,14415.9,14415.9,forward_filled_from_2018,Johnson
GLYPHOSATE,2022,48,257,8941.2,8941.2,forward_filled_from_2018,Kaufman
GLYPHOSATE,2022,48,397,365.4,365.4,forward_filled_from_2018,Rockwall
GLYPHOSATE,2022,48,439,916.5,916.5,forward_filled_from_2018,Tarrant
IMIDACLOPRID,2022,48,85,2.0,7.6,forward_filled_from_2018,Collin
IMIDACLOPRID,2022,48,113,0.1,1.1,forward_filled_from_2018,Dallas
IMIDACLOPRID,2022,48,121,1.7,3.2,forward_filled_from_2018,Denton
IMIDACLOPRID,2022,48,139,28.8,34.0,forward_filled_from_2018,Ellis
IMIDACLOPRID,2022,48,251,0.8,7.3,forward_filled_from_2018,Johnson
IMIDACLOPRID,2022,48,257,0.1,1.8,forward_filled_from_2018,Kaufman
IMIDACLOPRID,2022,48,397,,0.3,forward_filled_from_2018,Rockwall
IMIDACLOPRID,2022,48,439,0.1,2.5,forward_filled_from_2018,Tarrant
MALATHION,2022,48,85,,1.0,forward_filled_from_2018,Collin
MALATHION,2022,48,113,,0.3,forward_filled_from_2018,Dallas
MALATHION,2022,48,121,,0.4,forward_filled_from_2018,Denton
MALATHION,2022,48,139,,1.2,forward_filled_from_2018,Ellis
MALATHION,2022,48,251,,1.9,forward_filled_from_2018,Johnson
MALATHION,2022,48,257,,0.5,forward_filled_from_2018,Kaufman
MALATHION,2022,48,397,,0.0,forward_filled_from_2018,Rockwall
MALATHION,2022,48,439,,0.7,forward_filled_from_2018,Tarrant
METOLACHLOR,2022,48,85,73.3,45.0,forward_filled_from_2018,Collin
METOLACHLOR,2022,48,113,,0.4,forward_filled_from_2018,Dallas
METOLACHLOR,2022,48,121,,74.4,forward_filled_from_2018,Denton
METOLACHLOR,2022,48,139,,52.2,forward_filled_from_2018,Ellis
METOLACHLOR,2022,48,251,33.2,23.4,forward_filled_from_2018,Johnson
METOLACHLOR,2022,48,257,,9.8,forward_filled_from_2018,Kaufman
METOLACHLOR,2022,48,397,,1.2,forward_filled_from_2018,Rockwall
METOLACHLOR,2022,48,439,,16.8,forward_filled_from_2018,Tarrant
PERMETHRIN,2022,48,85,4.3,4.3,forward_filled_from_2018,Collin
PERMETHRIN,2022,48,113,0.5,0.5,forward_filled_from_2018,Dallas
PERMETHRIN,2022,48,121,5.6,5.6,forward_filled_from_2018,Denton
PERMETHRIN,2022,48,139,37.8,37.8,forward_filled_from_2018,Ellis
PERMETHRIN,2022,48,257,52.7,52.7,forward_filled_from_2018,Kaufman
PROPICONAZOLE,2022,48,85,31.2,89.4,forward_filled_from_2018,Collin
PROPICONAZOLE,2022,48,113,5.2,15.6,forward_filled_from_2018,Dallas
PROPICONAZOLE,2022,48,121,33.1,45.5,forward_filled_from_2018,Denton
PROPICONAZOLE,2022,48,139,37.4,157.3,forward_filled_from_2018,Ellis
PROPICONAZOLE,2022,48,251,11.3,66.8,forward_filled_from_2018,Johnson
PROPICONAZOLE,2022,48,257,37.9,54.2,forward_filled_from_2018,Kaufman
PROPICONAZOLE,2022,48,397,1.7,2.4,forward_filled_from_2018,Rockwall
PROPICONAZOLE,2022,48,439,3.2,11.2,forward_filled_from_2018,Tarrant
TEBUCONAZOLE,2022,48,85,395.7,394.2,forward_filled_from_2018,Collin
TEBUCONAZOLE,2022,48,113,69.1,69.6,forward_filled_from_2018,Dallas
TEBUCONAZOLE,2022,48,121,407.7,411.6,forward_filled_from_2018,Denton
TEBUCONAZOLE,2022,48,139,261.3,267.4,forward_filled_from_2018,Ellis
TEBUCONAZOLE,2022,48,251,144.6,152.9,forward_filled_from_2018,Johnson
TEBUCONAZOLE,2022,48,257,107.0,136.0,forward_filled_from_2018,Kaufman
TEBUCONAZOLE,2022,48,397,21.9,22.3,forward_filled_from_2018,Rockwall
TEBUCONAZOLE,2022,48,439,47.4,48.6,forward_filled_from_2018,Tarrant
THIAMETHOXAM,2022,48,85,5.1,5.1,forward_filled_from_2018,Collin
THIAMETHOXAM,2022,48,121,3.4,3.4,forward_filled_from_2018,Denton
THIAMETHOXAM,2022,48,139,79.0,79.0,forward_filled_from_2018,Ellis
THIAMETHOXAM,2022,48,251,2.0,2.0,forward_filled_from_2018,Johnson
"2,4-D",2023,48,85,8971.9,9301.2,forward_filled_from_2018,Collin
"2,4-D",2023,48,113,2245.2,2395.9,forward_filled_from_2018,Dallas
"2,4-D",2023,48,121,12675.9,12931.0,forward_filled_from_2018,Denton
"2,4-D",2023,48,139,15912.1,17315.3,forward_filled_from_2018,Ellis
"2,4-D",2023,48,251,14087.8,14590.6,forward_filled_from_2018,Johnson
"2,4-D",2023,48,257,14374.2,15053.8,forward_filled_from_2018,Kaufman
"2,4-D",2023,48,397,1520.6,1572.8,forward_filled_from_2018,Rockwall
"2,4-D",2023,48,439,4994.6,5063.3,forward_filled_from_2018,Tarrant
ACETAMIPRID,2023,48,85,,0.5,forward_filled_from_2018,Collin
ACETAMIPRID,2023,48,121,,0.3,forward_filled_from_2018,Denton
ACETAMIPRID,2023,48,139,,7.6,forward_filled_from_2018,Ellis
ACETAMIPRID,2023,48,251,,0.2,forward_filled_from_2018,Johnson
ACETOCHLOR,2023,48,85,36.7,144.8,forward_filled_from_2018,Collin
ACETOCHLOR,2023,48,113,,1.0,forward_filled_from_2018,Dallas
ACETOCHLOR,2023,48,121,24.0,202.9,forward_filled_from_2018,Denton
ACETOCHLOR,2023,48,139,563.8,689.4,forward_filled_from_2018,Ellis
ACETOCHLOR,2023,48,251,14.5,70.7,forward_filled_from_2018,Johnson
ACETOCHLOR,2023,48,257,,23.6,forward_filled_from_2018,Kaufman
ACETOCHLOR,2023,48,397,,2.8,forward_filled_from_2018,Rockwall
ACETOCHLOR,2023,48,439,,40.5,forward_filled_from_2018,Tarrant
ATRAZINE,2023,48,85,5943.6,5943.9,forward_filled_from_2018,Collin
ATRAZINE,2023,48,113,725.0,725.0,forward_filled_from_2018,Dallas
ATRAZINE,2023,48,121,2628.3,2628.7,forward_filled_from_2018,Denton
ATRAZINE,2023,48,139,12309.1,12309.5,forward_filled_from_2018,Ellis
ATRAZINE,2023,48,251,4019.9,4020.4,forward_filled_from_2018,Johnson
ATRAZINE,2023,48,257,1321.2,1321.8,forward_filled_from_2018,Kaufman
ATRAZINE,2023,48,397,44.1,44.2,forward_filled_from_2018,Rockwall
ATRAZINE,2023,48,439,415.6,415.7,forward_filled_from_2018,Tarrant
AZOXYSTROBIN,2023,48,85,91.3,128.5,forward_filled_from_2018,Collin
AZOXYSTROBIN,2023,48,113,12.1,21.0,forward_filled_from_2018,Dallas
AZOXYSTROBIN,2023,48,121,74.2,86.6,forward_filled_from_2018,Denton
AZOXYSTROBIN,2023,48,139,54.5,224.5,forward_filled_from_2018,Ellis
AZOXYSTROBIN,2023,48,251,32.2,67.8,forward_filled_from_2018,Johnson
AZOXYSTROBIN,2023,48,257,32.5,46.3,forward_filled_from_2018,Kaufman
AZOXYSTROBIN,2023,48,397,3.8,4.1,forward_filled_from_2018,Rockwall
AZOXYSTROBIN,2023,48,439,7.4,9.8,forward_filled_from_2018,Tarrant
BIFENTHRIN,2023,48,85,9.2,24.6,forward_filled_from_2018,Collin
BIFENTHRIN,2023,48,113,1.8,4.3,forward_filled_from_2018,Dallas
BIFENTHRIN,2023,48,121,4.9,33.9,forward_filled_from_2018,Denton
BIFENTHRIN,2023,48,139,61.2,176.2,forward_filled_from_2018,Ellis
BIFENTHRIN,2023,48,251,12.2,15.7,forward_filled_from_2018,Johnson
BIFENTHRIN,2023,48,257,2.9,158.4,forward_filled_from_2018,Kaufman
BIFENTHRIN,2023,48,397,0.3,0.3,forward_filled_from_2018,Rockwall
BIFENTHRIN,2023,48,439,3.8,6.8,forward_filled_from_2018,Tarrant
CHLORPYRIFOS,2023,48,85,969.1,969.1,forward_filled_from_2018,Collin
CHLORPYRIFOS,2023,48,113,223.4,223.4,forward_filled_from_2018,Dallas
CHLORPYRIFOS,2023,48,121,871.9,871.9,forward_filled_from_2018,Denton
CHLORPYRIFOS,2023,48,139,867.8,960.2,forward_filled_from_2018,Ellis
CHLORPYRIFOS,2023,48,251,927.5,927.5,forward_filled_from_2018,Johnson
CHLORPYRIFOS,2023,48,257,366.3,366.3,forward_filled_from_2018,Kaufman
CHLORPYRIFOS,2023,48,397,49.8,49.8,forward_filled_from_2018,Rockwall
CHLORPYRIFOS,2023,48,439,338.5,338.5,forward_filled_from_2018,Tarrant
CYFLUTHRIN,2023,48,85,,9.9,forward_filled_from_2018,Collin
CYFLUTHRIN,2023,48,113,,3.2,forward_filled_from_2018,Dallas
CYFLUTHRIN,2023,48,121,,40.2,forward_filled_from_2018,Denton
CYFLUTHRIN,2023,48,139,,17.2,forward_filled_from_2018,Ellis
CYFLUTHRIN,2023,48,251,,11.2,forward_filled_from_2018,Johnson
CYFLUTHRIN,2023,48,257,,8.1,forward_filled_from_2018,Kaufman
CYFLUTHRIN,2023,48,397,,0.0,forward_filled_from_2018,Rockwall
CYFLUTHRIN,2023,48,439,,9.4,forward_filled_from_2018,Tarrant
DELTAMETHRIN,2023,48,85,0.1,0.1,forward_filled_from_2018,Collin
DELTAMETHRIN,2023,48,113,0.0,0.0,forward_filled_from_2018,Dallas
DELTAMETHRIN,2023,48,121,0.2,0.2,forward_filled_from_2018,Denton
DELTAMETHRIN,2023,48,139,1.3,1.3,forward_filled_from_2018,Ellis
DELTAMETHRIN,2023,48,257,1.8,1.8,forward_filled_from_2018,Kaufman
DICAMBA,2023,48,85,1190.6,1231.8,forward_filled_from_2018,Collin
DICAMBA,2023,48,113,183.1,204.9,forward_filled_from_2018,Dallas
DICAMBA,2023,48,121,1249.1,1277.1,forward_filled_from_2018,Denton
DICAMBA,2023,48,139,6414.3,6484.0,forward_filled_from_2018,Ellis
DICAMBA,2023,48,251,1077.6,1150.3,forward_filled_from_2018,Johnson
DICAMBA,2023,48,257,1819.3,1837.0,forward_filled_from_2018,Kaufman
DICAMBA,2023,48,397,96.9,105.0,forward_filled_from_2018,Rockwall
DICAMBA,2023,48,439,314.2,322.5,forward_filled_from_2018,Tarrant
DIMETHOATE,2023,48,85,,46.2,forward_filled_from_2018,Collin
DIMETHOATE,2023,48,113,,0.4,forward_filled_from_2018,Dallas
DIMETHOATE,2023,48,121,,76.3,forward_filled_from_2018,Denton
DIMETHOATE,2023,48,139,,53.6,forward_filled_from_2018,Ellis
DIMETHOATE,2023,48,251,,24.0,forward_filled_from_2018,Johnson
DIMETHOATE,2023,48,257,,10.1,forward_filled_from_2018,Kaufman
DIMETHOATE,2023,48,397,,1.2,forward_filled_from_2018,Rockwall
DIMETHOATE,2023,48,439,,17.3,forward_filled_from_2018,Tarrant
GLYPHOSATE,2023,48,85,20800.1,20800.1,forward_filled_from_2018,Collin
GLYPHOSATE,2023,48,113,3026.5,3026.5,forward_filled_from_2018,Dallas
GLYPHOSATE,2023,48,121,8128.6,8128.6,forward_filled_from_2018,Denton
GLYPHOSATE,2023,48,139,66542.5,66542.5,forward_filled_from_2018,Ellis
GLYPHOSATE,2023,48,251,14415.9,14415.9,forward_filled_from_2018,Johnson
GLYPHOSATE,2023,48,257,8941.2,8941.2,forward_filled_from_2018,Kaufman
GLYPHOSATE,2023,48,397,365.4,365.4,forward_filled_from_2018,Rockwall
GLYPHOSATE,2023,48,439,916.5,916.5,forward_filled_from_2018,Tarrant
IMIDACLOPRID,2023,48,85,2.0,7.6,forward_filled_from_2018,Collin
IMIDACLOPRID,2023,48,113,0.1,1.1,forward_filled_from_2018,Dallas
IMIDACLOPRID,2023,48,121,1.7,3.2,forward_filled_from_2018,Denton
IMIDACLOPRID,2023,48,139,28.8,34.0,forward_filled_from_2018,Ellis
IMIDACLOPRID,2023,48,251,0.8,7.3,forward_filled_from_2018,Johnson
IMIDACLOPRID,2023,48,257,0.1,1.8,forward_filled_from_2018,Kaufman
IMIDACLOPRID,2023,48,397,,0.3,forward_filled_from_2018,Rockwall
IMIDACLOPRID,2023,48,439,0.1,2.5,forward_filled_from_2018,Tarrant
MALATHION,2023,48,85,,1.0,forward_filled_from_2018,Collin
MALATHION,2023,48,113,,0.3,forward_filled_from_2018,Dallas
MALATHION,2023,48,121,,0.4,forward_filled_from_2018,Denton
MALATHION,2023,48,139,,1.2,forward_filled_from_2018,Ellis
MALATHION,2023,48,251,,1.9,forward_filled_from_2018,Johnson
MALATHION,2023,48,257,,0.5,forward_filled_from_2018,Kaufman
MALATHION,2023,48,397,,0.0,forward_filled_from_2018,Rockwall
MALATHION,2023,48,439,,0.7,forward_filled_from_2018,Tarrant
METOLACHLOR,2023,48,85,73.3,45.0,forward_filled_from_2018,Collin
METOLACHLOR,2023,48,113,,0.4,forward_filled_from_2018,Dallas
METOLACHLOR,2023,48,121,,74.4,forward_filled_from_2018,Denton
METOLACHLOR,2023,48,139,,52.2,forward_filled_from_2018,Ellis
METOLACHLOR,2023,48,251,33.2,23.4,forward_filled_from_2018,Johnson
METOLACHLOR,2023,48,257,,9.8,forward_filled_from_2018,Kaufman
METOLACHLOR,2023,48,397,,1.2,forward_filled_from_2018,Rockwall
METOLACHLOR,2023,48,439,,16.8,forward_filled_from_2018,Tarrant
PERMETHRIN,2023,48,85,4.3,4.3,forward_filled_from_2018,Collin
PERMETHRIN,2023,48,113,0.5,0.5,forward_filled_from_2018,Dallas
PERMETHRIN,2023,48,121,5.6,5.6,forward_filled_from_2018,Denton
PERMETHRIN,2023,48,139,37.8,37.8,forward_filled_from_2018,Ellis
PERMETHRIN,2023,48,257,52.7,52.7,forward_filled_from_2018,Kaufman
PROPICONAZOLE,2023,48,85,31.2,89.4,forward_filled_from_2018,Collin
PROPICONAZOLE,2023,48,113,5.2,15.6,forward_filled_from_2018,Dallas
PROPICONAZOLE,2023,48,121,33.1,45.5,forward_filled_from_2018,Denton
PROPICONAZOLE,2023,48,139,37.4,157.3,forward_filled_from_2018,Ellis
PROPICONAZOLE,2023,48,251,11.3,66.8,forward_filled_from_2018,Johnson
PROPICONAZOLE,2023,48,257,37.9,54.2,forward_filled_from_2018,Kaufman
PROPICONAZOLE,2023,48,397,1.7,2.4,forward_filled_from_2018,Rockwall
PROPICONAZOLE,2023,48,439,3.2,11.2,forward_filled_from_2018,Tarrant
TEBUCONAZOLE,2023,48,85,395.7,394.2,forward_filled_from_2018,Collin
TEBUCONAZOLE,2023,48,113,69.1,69.6,forward_filled_from_2018,Dallas
TEBUCONAZOLE,2023,48,121,407.7,411.6,forward_filled_from_2018,Denton
TEBUCONAZOLE,2023,48,139,261.3,267.4,forward_filled_from_2018,Ellis
TEBUCONAZOLE,2023,48,251,144.6,152.9,forward_filled_from_2018,Johnson
TEBUCONAZOLE,2023,48,257,107.0,136.0,forward_filled_from_2018,Kaufman
TEBUCONAZOLE,2023,48,397,21.9,22.3,forward_filled_from_2018,Rockwall
TEBUCONAZOLE,2023,48,439,47.4,48.6,forward_filled_from_2018,Tarrant
THIAMETHOXAM,2023,48,85,5.1,5.1,forward_filled_from_2018,Collin
THIAMETHOXAM,2023,48,121,3.4,3.4,forward_filled_from_2018,Denton
THIAMETHOXAM,2023,48,139,79.0,79.0,forward_filled_from_2018,Ellis
THIAMETHOXAM,2023,48,251,2.0,2.0,forward_filled_from_2018,Johnson
